Point Number,RTC,RPM,Inj PW,Duty Cycle,CL Comp,Target AFR,AFR,Air Temp Enr,Coolant Enr,Coolant AFR Offset,Afterstart Enr,Current Learn,CL Status,Learn Status,Fuel Economy,Fuel Flow,MAP RoC,TPS RoC,Tuning Change,Estimated VE,Main Rev Limit,Rev Limit #1,Launch Retard,Ignition Timing,Knock Retard,Knock Level,Spark Pad2,IAC Position,Target Idle Speed,MAP,TPS,MAT,CTS,Baro,Battery,Oil Pressure,Fuel Pressure,Pedal Position,AC Kick,Fan #1,Fan #2,#2 Fuel Pump,AC Shutdown,TCC Lockup,Sensor Warning,Sensor Caution,Base Fuel lb/hr,Base Fuel VE,Base Timing,Base Target AFR,Base Ign Dwell,Vol Comp Ign Dwell,Inj End Angle,ECU Log Trigger,Timing vs Air,Timing vs Cool,Status 1,Status 2,Status 3,Status 4,Status 5,Status 6,Status 7,Status 8,Inj Driver #1 PPH,Inj Driver #2 PPH,Inj Driver #3 PPH,Inj Driver #4 PPH,Inj Driver #5 PPH,Inj Driver #6 PPH,Inj Driver #7 PPH,Inj Driver #8 PPH,Inj Driver #1 PW,Inj Driver #2 PW,Inj Driver #3 PW,Inj Driver #4 PW,Inj Driver #5 PW,Inj Driver #6 PW,Inj Driver #7 PW,Inj Driver #8 PW,Cyl #1 Fuel Cor,Cyl #2 Fuel Cor,Cyl #3 Fuel Cor,Cyl #4 Fuel Cor,Cyl #5 Fuel Cor,Cyl #6 Fuel Cor,Cyl #7 Fuel Cor,Cyl #8 Fuel Cor,Cyl #1 Timing Cor,Cyl #2 Timing Cor,Cyl #3 Timing Cor,Cyl #4 Timing Cor,Cyl #5 Timing Cor,Cyl #6 Timing Cor,Cyl #7 Timing Cor,Cyl #8 Timing Cor,DI Target FP,Boost PSIG,Staging Input #1,Staging Input #2,Staging Output,System Pad2,System Pad3,System Pad4,Boost Gear,Boost,Boost Speed,Boost Time,Target Boost,Trans Brake,Boost Scramble +,Boost Scramble -,Manual Boost Reset,Boost Solenoid Duty,Boost Safety,Boost Master Enbl,Boost Man Shift Inp,Boost Fill Sol DC,Boost Vent Sol DC,N2O Stage 1,GPO 1,N2O Enabled,N2O Input #1,N2O Lean Cutoff,N2O Rich Cutoff,N2O RPM Cutoff,N2O MAP Cutoff,N2O Dry Fuel #1,N2O Tmg Mod #1,N2O Timer #1,N20 Pad1,N20 Pad2,N20 Pad3,N20 Pad4,Gear,Speed,Line Pressure,Input Shaft Speed,Accum Pressure,TCC Duty Cycle,Line Temp,Trans Man US Input,Trans Man DS Input,Trans Auto/Man In,Trans Range Pos,Trans Pad 2,TB TPS #1,TB TPS #2,Pedal TPS #1,Pedal TPS #2,TB Position,Brake Pedal,DBW Pad2,Diag #1,Diag #2,Diag #3,Diag #4,Diag #5,Diag #6,Diag #7,Diag #8,Diag #9,Diag #10,Diag #11,Diag #12,Diag #13,Diag #14,Diag #15,Diag #16,Diag #17,Diag #18,Diag #19,Diag #20,AT Launch Input,AT Manual Reset,AT Gear,,,,,,,,,,,Input #1,Input #2,Input #3,Input #4,Input #5,Input #6,Input #7,Input #8,Input #9,Input #10,Input #11,Input #12,Input #13,Input #14,Input #15,Input #16,Input #17,Input #18,Input #19,Input #20,Output #1,Output #2,Output #3,Output #4,Output #5,Output #6,Output #7,Output #8,Output #9,Output #10,Output #11,Output #12,Output #13,Output #14,Output #15,Output #16,Output #17,Output #18,Output #19,Output #20
451,12.029000,3779.182129,5.335070,14.847878,-6.762651,14.700001,12.700668,99.218597,100.000000,0.000000,100.000000,-12.547716,1.000000,1.000000,1.982811,76.624557,0.000000,58.099144,0.000000,78.571251,0.000000,0.000000,0.000000,36.000000,0.000000,0.000000,0.000000,40.000000,700.000000,75.303856,39.619362,127.811333,199.862381,102.704941,14.085079,54.931332,41.676975,33.910557,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.944656,105.492615,36.000000,14.700001,4.500000,4.408921,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.822397,9.822397,9.822397,9.822397,9.822397,9.822397,9.822397,9.822397,5.448934,5.448934,5.414773,5.414773,5.414773,5.414773,5.414773,5.414773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.892976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.892976,0.000000,822.847656,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,24.533640,9.855949,3348.666992,0.000000,0.000000,181.171936,0.000000,0.000000,0.000000,1.000000,0.000000,2.886848,2.107388,2.140871,1.032754,40.211948,0.000000,0.000000,1000000.000000,0.000000,81.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
452,12.052000,3801.886719,5.564415,15.636516,-7.349294,14.700001,12.905214,99.221886,100.000000,0.000000,100.000000,-10.658750,1.000000,1.000000,1.889970,80.626572,0.491681,48.913094,0.000000,80.767540,0.000000,0.000000,0.000000,36.000000,0.000000,0.000000,0.000000,40.000000,700.000000,78.268555,40.932693,127.771866,199.895203,102.724052,14.069238,54.769089,41.638374,35.572166,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,95.320747,106.383034,36.000000,14.700001,4.500000,4.413886,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.052914,10.052914,10.052914,10.039636,10.039636,10.039636,10.039636,10.039636,5.520283,5.520283,5.520283,5.520283,5.520283,5.520283,5.520283,5.520283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.270457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.270457,0.000000,822.871826,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,24.721331,7.731645,3377.979492,0.000000,0.000000,181.257843,0.000000,0.000000,0.000000,1.000000,0.000000,2.817511,2.170743,2.180966,1.055230,42.022919,0.000000,0.000000,1000000.000000,0.000000,82.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
453,12.073000,3853.613770,5.400960,15.257526,-8.122876,14.700001,13.007413,99.227715,100.000000,0.000000,100.000000,-14.635943,1.000000,1.000000,1.946884,78.738602,3.385078,24.707886,0.000000,76.352203,0.000000,0.000000,0.000000,36.000000,0.000000,0.000000,0.000000,40.000000,700.000000,81.908432,42.572155,127.716782,199.875336,102.719002,14.092845,54.332226,41.634052,36.801819,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.149490,107.348648,36.000000,14.700001,4.500000,4.413866,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.007584,10.007584,10.007584,10.007584,10.007584,10.007584,10.007584,10.007584,5.467986,5.467986,5.451449,5.451449,5.451449,5.451449,5.451449,5.451449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.793491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.793491,0.000000,822.895996,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,24.967840,5.989352,3407.861084,0.000000,0.000000,181.226624,0.000000,0.000000,0.000000,1.000000,0.000000,2.776990,2.212795,2.197008,1.060575,43.229401,0.000000,0.000000,1000000.000000,0.000000,82.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
454,12.097000,3895.197754,5.486670,15.687202,-8.998616,14.664629,12.936867,99.232658,100.000000,0.000000,100.000000,-14.908011,1.000000,1.000000,1.918339,82.425377,5.245696,1.111712,0.000000,75.108429,0.000000,0.000000,0.000000,36.000000,0.000000,0.000000,0.000000,40.000000,700.000000,84.744690,43.613056,127.669281,199.890686,102.736084,14.082625,54.381626,41.613979,37.265701,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,107.093819,107.829247,36.000000,14.581778,4.500000,4.409689,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.450305,10.450305,10.450305,10.450305,10.550667,10.550667,10.550667,10.550667,5.660929,5.660929,5.660929,5.660929,5.660929,5.660929,5.660929,5.660929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.427251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.427251,0.000000,822.918152,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,25.187771,4.665379,3441.906738,0.000000,0.000000,181.273834,0.000000,0.000000,0.000000,1.000000,0.000000,2.737835,2.252435,2.204633,1.068220,44.224846,0.000000,0.000000,1000000.000000,0.000000,83.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
455,12.122000,3947.381104,5.875488,17.144192,-8.339871,14.389779,13.542091,99.236946,100.000000,0.000000,100.000000,-13.282276,1.000000,1.000000,1.786638,88.475014,3.023553,0.775711,0.000000,80.509453,0.000000,0.000000,0.000000,36.000000,0.000000,0.000000,0.000000,40.000000,700.000000,86.638138,44.611382,127.629837,199.881409,102.745079,14.047135,55.365170,41.593922,37.685158,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,112.303093,108.275940,36.000000,14.364065,4.500000,4.420830,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.257613,11.257613,11.257613,11.257613,11.257613,11.257613,11.257613,11.257613,5.949846,5.949846,6.006213,6.006213,6.006213,6.006213,6.006213,6.006213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.244630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.244630,0.000000,822.940308,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,25.469036,4.050297,3484.978760,0.000000,0.000000,181.282150,0.000000,0.000000,0.000000,1.000000,0.000000,2.715784,2.276899,2.232116,1.080021,44.906685,0.000000,0.000000,1000000.000000,0.000000,84.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
456,12.143000,4020.357422,6.229183,18.533169,-8.018989,14.192301,13.857224,99.241821,100.000000,0.000000,100.000000,-12.816973,1.000000,1.000000,1.660605,96.180504,1.612123,28.845676,0.000000,88.565384,0.000000,0.000000,0.000000,36.000000,0.000000,0.000000,0.000000,40.000000,700.000000,88.167770,45.113510,127.576767,199.891373,102.743301,14.069619,54.572712,41.532223,38.574623,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.322556,108.607826,36.000000,14.169709,4.500000,4.413766,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.197412,12.197412,12.197412,12.285485,12.285485,12.285485,12.285485,12.285485,6.342072,6.342072,6.342072,6.342072,6.342072,6.342072,6.342072,6.342072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.069524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.069524,0.000000,822.964478,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,25.782543,3.419691,3523.322754,0.000000,0.000000,181.322769,0.000000,0.000000,0.000000,1.000000,0.000000,2.693472,2.298811,2.270620,1.101668,45.462959,0.000000,0.000000,1000000.000000,0.000000,85.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
457,12.167000,4062.246582,6.301937,19.085960,-7.324426,14.144559,14.345217,99.247421,100.000000,0.000000,100.000000,-12.700374,1.000000,1.000000,1.634401,98.495773,0.000000,22.928705,0.000000,91.669762,0.000000,0.000000,0.000000,36.000000,0.000000,0.000000,0.000000,40.000000,700.000000,88.730659,45.768436,127.517601,199.834274,102.749321,14.048587,55.346889,41.481071,39.707329,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,123.525764,108.886078,36.000000,14.007140,4.500000,4.420373,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.751250,12.751250,12.751250,12.751250,12.751250,12.751250,12.751250,12.751250,6.482569,6.482569,6.508759,6.508759,6.508759,6.508759,6.508759,6.508759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.827574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.827574,0.000000,822.988647,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,26.046398,2.698586,3563.714111,0.000000,0.000000,181.284561,0.000000,0.000000,0.000000,1.000000,0.000000,2.654370,2.335857,2.289938,1.112032,46.662422,0.000000,0.000000,1000000.000000,0.000000,85.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
458,12.190000,4105.575195,6.449905,19.828896,-7.275779,13.915812,14.060893,99.253616,100.000000,0.000000,100.000000,-12.743825,1.000000,1.000000,1.587199,102.426788,0.000000,0.130039,0.000000,88.823944,0.000000,0.000000,0.000000,35.530849,0.000000,0.000000,0.000000,40.000000,700.000000,90.402130,47.046753,127.462479,199.861267,102.745529,14.044273,57.100887,41.425659,40.287716,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128.223175,109.109604,35.227718,13.867256,4.500000,4.421731,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.993143,12.993143,12.993143,13.155093,13.155093,13.155093,13.155093,13.155093,6.589556,6.589556,6.589556,6.589556,6.589556,6.589556,6.589556,6.589556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.586228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.586228,0.000000,823.010803,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,26.316814,1.694071,3600.955566,0.000000,0.000000,181.285446,0.000000,0.000000,0.000000,1.000000,0.000000,2.616709,2.374616,2.297820,1.115616,47.544952,0.000000,0.000000,1000000.000000,0.000000,86.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
459,12.213000,4181.207031,6.698380,21.190929,-7.831150,13.709578,13.508389,99.256683,100.000000,0.000000,100.000000,-12.340508,1.000000,1.000000,1.516686,110.266571,0.000000,19.249077,0.000000,88.577492,0.000000,0.000000,0.000000,33.734867,0.000000,0.000000,0.000000,40.000000,700.000000,90.996674,47.571205,127.425270,199.879303,102.730865,14.022123,58.183670,41.376762,40.587738,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.334061,109.246689,34.741699,13.815183,4.500000,4.428716,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.188778,13.188778,13.188778,13.188778,13.188778,13.188778,13.188778,13.188778,6.534899,6.534899,6.509015,6.509015,6.509015,6.509015,6.509015,6.509015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.708237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.708237,0.000000,823.032959,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,26.630148,2.043859,3644.667969,0.000000,0.000000,181.255142,0.000000,0.000000,0.000000,1.000000,0.000000,2.613111,2.379248,2.311967,1.125307,47.639172,0.000000,0.000000,1000000.000000,0.000000,87.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
460,12.236000,4220.860352,6.698380,21.190929,-7.831150,13.709578,13.508389,99.261299,100.000000,0.000000,100.000000,-11.856365,1.000000,1.000000,1.516686,110.266571,0.000000,19.249077,0.000000,88.577492,0.000000,0.000000,0.000000,33.734867,0.000000,0.000000,0.000000,40.000000,700.000000,91.799034,47.746216,127.380051,199.876724,102.735176,14.043574,57.699329,41.324932,41.230034,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,134.504349,109.377129,34.136387,13.750328,4.500000,4.422890,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.683018,13.683018,13.683018,13.688402,13.688402,13.688402,13.688402,13.688402,6.674660,6.674660,6.674660,6.674660,6.674660,6.674660,6.674660,6.674660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.639018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.639018,0.000000,823.057129,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,26.978344,1.808423,3681.348877,0.000000,0.000000,181.264099,0.000000,0.000000,0.000000,1.000000,0.000000,2.599418,2.394056,2.372993,1.156310,48.046066,0.000000,0.000000,1000000.000000,0.000000,88.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
